"player","pos","team","games","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","source","position_asked","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","fg","fg_att","fg_0019","fg_att_0019","fg_2029","fg_att_2029","fg_3039","fg_att_3039","fg_4049","fg_att_4049","fg_50","fg_att_50","xp","xp_att","dst_int","dst_safety","dst_sacks","dst_tackles","dst_fum_rec","dst_fum_force","dst_td","dst_pts_allowed","dst_pts_allowed_g","dst_pass_yds_allowed","dst_rush_yds_allowed","dst_yds_allowed","dst_avg_yds_allowed","dst_fumbles","fg_50_att","fg_4049_att","fg_0039","fg_att_39","BYE","bye","fg_pct","dst_pass_yds_g","dst_rush_yds_g","dst_ret_tds","pos_rank","overall_rank","team_id","team_name","proj_type","fumblesRecovered"
"Chigoziem Okonkwo","TE","WAS",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59,4.2,"2965208","CBS","15889","CBS","TE",61,44,502,35.9,11.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colby Parkinson","TE","LAR",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,3.6,"2867522","CBS","14871","CBS","TE",52,37,382,25.5,10.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evan Engram","TE","DEN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,3.6,"2079887","CBS","13189","CBS","TE",70,48,436,29.1,9.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oronde Gadsden II","TE","LAC",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52,3.5,"26727374","CBS","17099","CBS","TE",44,33,448,29.9,13.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Dulcich","TE","MIA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49,3.3,"2964274","CBS","15797","CBS","TE",61,46,468,31.2,10.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dawson Knox","TE","BUF",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47,3.1,"2186345","CBS","14143","CBS","TE",39,30,314,20.9,10.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gunnar Helm","TE","TEN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45,3,"26696189","CBS","17105","CBS","TE",53,43,351,23.4,8.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Noah Fant","TE","NO",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,44,2.9,"2251095","CBS","14137","CBS","TE",56,40,388,25.9,9.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason Taylor","TE","NYJ",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,3.1,"28878064","CBS","17106","CBS","TE",66,45,339,24.2,7.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eli Raridon","TE","NE",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,43,2.9,"28924611","CBS","17607","CBS","TE",35,25,291,19.4,11.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Oliver","TE","MIN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42,2.8,"2184618","CBS","14209","CBS","TE",29,21,258,17.2,12.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zach Ertz","TE","PHI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41,2.7,"1685963","CBS","11247","CBS","TE",42,30,301,20.1,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Mayer","TE","LV",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36,2.4,"3171673","CBS","16212","CBS","TE",59,43,326,21.7,7.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnell Washington","TE","PIT",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,2.3,"3163963","CBS","16216","CBS","TE",41,30,330,22,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marlin Klein","TE","HOU",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34,2.3,"28927889","CBS","17593","CBS","TE",44,31,319,21.3,10.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonnu Smith","TE","GB",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,2.4,"2081506","CBS","13193","CBS","TE",35,25,247,17.6,9.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daniel Bellinger","TE","TEN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,2,"2963615","CBS","15873","CBS","TE",29,21,258,17.2,12.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nate Adkins","TE","DEN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1.9,"2977285","CBS","16474","CBS","TE",21,17,133,8.9,7.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erick All","TE","CIN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,1.9,"3121555","CBS","16645","CBS","TE",40,30,240,16,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlie Kolar","TE","LAC",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,1.8,"2866273","CBS","15795","CBS","TE",25,20,212,15.1,10.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brock Wright","TE","DET",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,1.7,"2807423","CBS","15626","CBS","TE",37,25,216,14.4,8.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Theo Johnson","TE","NYG",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,1.7,"3162129","CBS","16649","CBS","TE",33,19,217,14.5,11.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Higbee","TE","LAR",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,1.7,"1853103","CBS","12678","CBS","TE",27,20,233,15.5,11.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cole Kmet","TE","CHI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24,1.6,"2868619","CBS","14867","CBS","TE",27,18,196,13.1,10.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis Allen","TE","LAR",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24,1.6,"3123267","CBS","16219","CBS","TE",31,22,204,13.6,9.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin Hooper","TE","ATL",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1.6,"2067004","CBS","12677","CBS","TE",27,19,199,14.2,10.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nate Boerkircher","TE","JAC",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,1.5,"3162867","CBS","17591","CBS","TE",26,18,206,13.7,11.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matthew Hibner","TE","BAL",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,1.5,"3169490","CBS","17627","CBS","TE",23,16,188,12.5,11.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adam Trautman","TE","DEN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,1.5,"2182228","CBS","14870","CBS","TE",32,23,242,16.1,10.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham Smythe","TE","BAL",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,1.4,"2082845","CBS","13676","CBS","TE",31,18,175,11.7,9.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Njoku","TE","LAC",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,1.9,"2136474","CBS","13192","CBS","TE",28,19,181,16.5,9.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connor Heyward","FB","LV",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,1.4,"2867599","CBS","15800","CBS","TE",17,12,86,5.7,7.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson Hawes","TE","BUF",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,1.1,"3135324","CBS","17213","CBS","TE",11,9,108,7.2,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luke Musgrave","TE","GB",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,1.3,"3129283","CBS","16215","CBS","TE",26,19,193,16.1,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tommy Tremble","TE","CAR",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,1,"2969027","CBS","15332","CBS","TE",30,20,171,11.4,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ja'Tavion Sanders","TE","CAR",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,1,"26731381","CBS","16643","CBS","TE",26,22,174,11.6,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeremy Ruckert","TE","NYJ",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,1,"2965446","CBS","15796","CBS","TE",29,23,175,11.7,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"John Bates","TE","WAS",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,1,"2257291","CBS","15344","CBS","TE",29,19,176,11.7,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Will Kacmarek","TE","MIA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,0.9,"26717403","CBS","17605","CBS","TE",26,17,158,10.5,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlie Woerner","TE","ATL",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,1,"2248629","CBS","14984","CBS","TE",28,18,160,11.4,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elijah Higgins","TE","ARI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0.9,"3122914","CBS","16333","CBS","TE",23,19,177,11.8,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Noah Gray","TE","KC",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,0.7,"2866903","CBS","15337","CBS","TE",20,14,127,8.5,9.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell Evans","TE","CAR",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,0.7,"26693662","CBS","17109","CBS","TE",21,15,128,8.5,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luke Schoonmaker","TE","DAL",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,0.7,"2968473","CBS","16221","CBS","TE",18,13,120,8,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foster Moreau","TE","HOU",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,0.7,"2180634","CBS","14239","CBS","TE",12,10,124,8.3,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jack Endries","TE","CIN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0.7,"28916552","CBS","17545","CBS","TE",14,11,108,7.2,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oscar Delp","TE","NO",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0.7,"28873644","CBS","17567","CBS","TE",15,11,113,7.5,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elijah Arroyo","TE","SEA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0.7,"26700496","CBS","17108","CBS","TE",14,9,106,7.1,11.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Max Klare","TE","LAR",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0.7,"28921209","CBS","17547","CBS","TE",13,10,110,7.3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bauer Sharp","TE","TB",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"26730919","CBS","17660","CBS","TE",12,9,94,6.3,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seydou Traore","TE","MIA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"26696643","CBS","17655","CBS","TE",10,8,75,5,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Cuevas","TE","BAL",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"26706410","CBS","17651","CBS","TE",10,8,91,6.1,11.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drew Sample","TE","CIN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"2139646","CBS","14146","CBS","TE",13,11,88,5.9,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E.J. Jenkins","TE","PHI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"2820917","CBS","16919","CBS","TE",13,10,101,6.7,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanner Koziol","TE","JAC",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"28874303","CBS","17644","CBS","TE",12,9,101,6.7,11.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sam Roush","TE","CHI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"28877184","CBS","17549","CBS","TE",12,9,97,6.5,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas Fidone II","TE","NYG",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"26699695","CBS","17243","CBS","TE",10,8,79,5.3,9.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Joly","TE","MIA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"28927892","CBS","17548","CBS","TE",10,8,75,5,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blake Whiteheart","TE","CLE",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"2964419","CBS","16940","CBS","TE",16,9,98,6.5,10.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
