"player","pos","team","games","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","source","position_asked","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","fg","fg_att","fg_0019","fg_att_0019","fg_2029","fg_att_2029","fg_3039","fg_att_3039","fg_4049","fg_att_4049","fg_50","fg_att_50","xp","xp_att","dst_int","dst_safety","dst_sacks","dst_tackles","dst_fum_rec","dst_fum_force","dst_td","dst_pts_allowed","dst_pts_allowed_g","dst_pass_yds_allowed","dst_rush_yds_allowed","dst_yds_allowed","dst_avg_yds_allowed","dst_fumbles","fg_50_att","fg_4049_att","fg_0039","fg_att_39","BYE","bye","fg_pct","dst_pass_yds_g","dst_rush_yds_g","dst_ret_tds","pos_rank","overall_rank","team_id","team_name","proj_type","fumblesRecovered"
"Jimmy Holiday","WR","KC",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,"56614","FanDuel",NA,"NumberFire","WR",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,414,16,"Kansas City Chiefs","REMAINING",NA
"Jeshaun Jones","WR","MIN",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,"56615","FanDuel",NA,"NumberFire","WR",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,414,18,"Minnesota Vikings","REMAINING",NA
"Jordyn Tyson","WR","NO",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,"56631","FanDuel","17498","NumberFire","WR",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,414,20,"New Orleans Saints","REMAINING",NA
"Ja'Kobi Lane","WR","BAL",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,"56648","FanDuel","17517","NumberFire","WR",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,414,3,"Baltimore Ravens","REMAINING",NA
"Elijah Sarratt","WR","BAL",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,"56649","FanDuel","17505","NumberFire","WR",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,414,3,"Baltimore Ravens","REMAINING",NA
"Chris Brazzell","WR","CAR",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,"56653","FanDuel","17509","NumberFire","WR",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,414,5,"Carolina Panthers","REMAINING",NA
"Colbie Young","WR","CIN",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,"56656","FanDuel","17542","NumberFire","WR",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,414,7,"Cincinnati Bengals","REMAINING",NA
"Brenen Thompson","WR","LAC",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,"56664","FanDuel","17529","NumberFire","WR",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,414,34,"Los Angeles Chargers","REMAINING",NA
"De'Zhaun Stribling","WR","SF",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,"56682","FanDuel","17514","NumberFire","WR",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,414,27,"San Francisco 49ers","REMAINING",NA
"Trey McBride","TE","ARI",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,189.67,NA,"55232","FanDuel","15794","NumberFire","TE",153.79,105.87,1013.33,NA,NA,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,56,1,"Arizona Cardinals","REMAINING",NA
"Dalton Kincaid","TE","BUF",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,174.65,NA,"55586","FanDuel","16213","NumberFire","TE",113.86,81.12,983.28,NA,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,4,"Buffalo Bills","REMAINING",NA
"Mark Andrews","TE","BAL",NA,0,0,0,NA,0,0,NA,12.35,51.48,NA,0.49,NA,160.4,NA,"53836","FanDuel","13671","NumberFire","TE",101.12,67.91,729.35,NA,NA,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,75,3,"Baltimore Ravens","REMAINING",NA
"Colston Loveland","TE","CHI",NA,0,0,0,NA,0,0,NA,8.31,34.61,NA,0.41,NA,147.75,NA,"56251","FanDuel","17104","NumberFire","TE",106.85,69.34,729.59,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,87,6,"Chicago Bears","REMAINING",NA
"Tyler Warren","TE","IND",NA,0,0,0,NA,0,0,NA,8.05,32.85,NA,0.68,NA,144.1,NA,"56254","FanDuel","17102","NumberFire","TE",101.42,71.53,744.48,NA,NA,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,90,14,"Indianapolis Colts","REMAINING",NA
"Travis Kelce","TE","KC",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,140.61,NA,"52104","FanDuel","11244","NumberFire","TE",100.59,67.14,759.02,NA,NA,5.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,91,16,"Kansas City Chiefs","REMAINING",NA
"Sam LaPorta","TE","DET",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,137.17,NA,"55608","FanDuel","16214","NumberFire","TE",93.68,65.44,702.48,NA,NA,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,97,11,"Detroit Lions","REMAINING",NA
"Hunter Henry","TE","NE",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,136.3,NA,"53079","FanDuel","12676","NumberFire","TE",89.17,63.86,738.71,NA,NA,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,99,19,"New England Patriots","REMAINING",NA
"Isaiah Likely","TE","NYG",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,136.27,NA,"55282","FanDuel","15798","NumberFire","TE",101.28,65.79,764.94,NA,NA,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,100,21,"New York Giants","REMAINING",NA
"Juwan Johnson","TE","NO",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,133.04,NA,"54742","FanDuel","14861","NumberFire","TE",91.99,63.09,726.99,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,103,20,"New Orleans Saints","REMAINING",NA
"Brenton Strange","TE","JAC",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,123.87,NA,"55757","FanDuel","16269","NumberFire","TE",90.51,61.79,650.17,NA,NA,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,113,15,"Jacksonville Jaguars","REMAINING",NA
"Brock Bowers","TE","LV",NA,0,0,0,NA,0,0,NA,7.71,31.13,NA,0.5,NA,120.93,NA,"55931","FanDuel","16641","NumberFire","TE",120.2,57.81,591.49,NA,NA,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,118,35,"Las Vegas Raiders","REMAINING",NA
"George Kittle","TE","SF",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,120.72,NA,"53461","FanDuel","13299","NumberFire","TE",72.89,54.96,670.79,NA,NA,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,119,27,"San Francisco 49ers","REMAINING",NA
"Harold Fannin Jr.","TE","CLE",NA,0,0,0,NA,0,0,NA,11.34,45.6,NA,0.33,NA,116.66,NA,"56414","FanDuel","17103","NumberFire","TE",89.98,63.48,583.42,NA,NA,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,127,8,"Cleveland Browns","REMAINING",NA
"Tucker Kraft","TE","GB",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,116.47,NA,"55615","FanDuel","16222","NumberFire","TE",75.05,51.96,636.67,NA,NA,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,128,12,"Green Bay Packers","REMAINING",NA
"Oronde Gadsden","TE","LAC",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,110.81,NA,"56472","FanDuel","17099","NumberFire","TE",79.95,55.58,625.6,NA,NA,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,135,34,"Los Angeles Chargers","REMAINING",NA
"AJ Barner","TE","SEA",NA,0,0,0,NA,0,0,NA,8.41,32.87,NA,0.57,NA,108.18,NA,"56078","FanDuel","16723","NumberFire","TE",73.34,51.48,498.54,NA,NA,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,139,28,"Seattle Seahawks","REMAINING",NA
"Dallas Goedert","TE","PHI",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,106.15,NA,"53795","FanDuel","13674","NumberFire","TE",78.15,55.49,554.82,NA,NA,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,142,24,"Philadelphia Eagles","REMAINING",NA
"Kyle Pitts","TE","ATL",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,104.4,NA,"54859","FanDuel","15329","NumberFire","TE",86.36,53.88,572.98,NA,NA,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,145,2,"Atlanta Falcons","REMAINING",NA
"Jake Ferguson","TE","DAL",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,94.41,NA,"55396","FanDuel","15799","NumberFire","TE",75.99,54.44,413.65,NA,NA,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,160,9,"Dallas Cowboys","REMAINING",NA
"Greg Dulcich","TE","MIA",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,90.9,NA,"55475","FanDuel","15797","NumberFire","TE",65.13,43.65,538.97,NA,NA,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,164,17,"Miami Dolphins","REMAINING",NA
"Kenyon Sadiq","TE","NYJ",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,85.5,NA,"56635","FanDuel","17543","NumberFire","TE",66.59,47.47,459.24,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,172,22,"New York Jets","REMAINING",NA
"T.J. Hockenson","TE","MIN",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,82.97,NA,"54137","FanDuel","14138","NumberFire","TE",66.03,47.41,421.02,NA,NA,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,176,18,"Minnesota Vikings","REMAINING",NA
"Terrance Ferguson","TE","LA",NA,0,0,0,NA,0,0,NA,1.64,6.31,NA,0.09,NA,82.58,NA,"56313","FanDuel","17107","NumberFire","TE",57.83,38.28,418.09,NA,NA,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,177,33,"Los Angeles Rams","REMAINING",NA
"Dalton Schultz","TE","HOU",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,78.03,NA,"54022","FanDuel","13772","NumberFire","TE",66.26,45.09,407.81,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,184,13,"Houston Texans","REMAINING",NA
"Cade Otton","TE","TB",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,77.64,NA,"55343","FanDuel","15802","NumberFire","TE",61.5,41.09,390.92,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,186,30,"Tampa Bay Buccaneers","REMAINING",NA
"Pat Freiermuth","TE","PIT",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,77.59,NA,"54891","FanDuel","15331","NumberFire","TE",58.01,40.6,410.06,NA,NA,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,187,25,"Pittsburgh Steelers","REMAINING",NA
"Mike Gesicki","TE","CIN",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,77.18,NA,"53784","FanDuel","13672","NumberFire","TE",55.53,37.08,410.21,NA,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,189,7,"Cincinnati Bengals","REMAINING",NA
"Tommy Tremble","TE","CAR",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,75.56,NA,"54965","FanDuel","15332","NumberFire","TE",61.14,42.09,363.58,NA,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,192,5,"Carolina Panthers","REMAINING",NA
"Chigoziem Okonkwo","TE","WSH",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,73.02,NA,"55293","FanDuel","15889","NumberFire","TE",60.57,39.39,368.26,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,197,32,"Washington Commanders","REMAINING",NA
"Mason Taylor","TE","NYJ",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,71.96,NA,"56283","FanDuel","17106","NumberFire","TE",56.73,40.31,376.44,NA,NA,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,201,22,"New York Jets","REMAINING",NA
"Evan Engram","TE","DEN",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,69.27,NA,"53441","FanDuel","13189","NumberFire","TE",59.23,41.54,356.63,NA,NA,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,204,10,"Denver Broncos","REMAINING",NA
"Colby Parkinson","TE","LA",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,67.72,NA,"54804","FanDuel","14871","NumberFire","TE",49.18,33.51,321.24,NA,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,206,33,"Los Angeles Rams","REMAINING",NA
"Jonnu Smith","TE","GB",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,61.34,NA,"53510","FanDuel","13193","NumberFire","TE",50,34.89,285.34,NA,NA,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,214,12,"Green Bay Packers","REMAINING",NA
"Gunnar Helm","TE","TEN",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,57.09,NA,"56361","FanDuel","17105","NumberFire","TE",47.75,33,287.14,NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,221,31,"Tennessee Titans","REMAINING",NA
"David Njoku","TE","LAC",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,51.89,NA,"53429","FanDuel","13192","NumberFire","TE",44.97,29.39,253.16,NA,NA,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,224,34,"Los Angeles Chargers","REMAINING",NA
"Theo Johnson","TE","NYG",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,50.96,NA,"56025","FanDuel","16649","NumberFire","TE",40.5,25.47,288.67,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,226,21,"New York Giants","REMAINING",NA
"Darnell Washington","TE","PIT",NA,0,0,0,NA,0,0,NA,7.5,31.27,NA,0.26,NA,47.06,NA,"55776","FanDuel","16216","NumberFire","TE",33.32,23.07,229.76,NA,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,231,25,"Pittsburgh Steelers","REMAINING",NA
"Michael Mayer","TE","LV",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,47,NA,"55578","FanDuel","16212","NumberFire","TE",55.11,25.74,235.33,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,232,35,"Las Vegas Raiders","REMAINING",NA
"Dawson Knox","TE","BUF",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,44.05,NA,"54230","FanDuel","14143","NumberFire","TE",31.07,20.9,224.95,NA,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,238,4,"Buffalo Bills","REMAINING",NA
"John FitzPatrick","TE","GB",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,43.63,NA,"55760","FanDuel","15925","NumberFire","TE",34.97,24.15,208.7,NA,NA,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,240,12,"Green Bay Packers","REMAINING",NA
"Cole Kmet","TE","CHI",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,41.92,NA,"54510","FanDuel","14867","NumberFire","TE",32.05,21.46,221.88,NA,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,243,6,"Chicago Bears","REMAINING",NA
"Mitchell Evans","TE","CAR",NA,0,0,0,NA,0,0,NA,8.62,35.19,NA,0.32,NA,37.09,NA,"56418","FanDuel","17109","NumberFire","TE",25,17.76,161.15,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,249,5,"Carolina Panthers","REMAINING",NA
"Quintin Morris","TE","JAC",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,35.71,NA,"55394","FanDuel","15341","NumberFire","TE",28.3,18.88,180.51,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,251,15,"Jacksonville Jaguars","REMAINING",NA
"Luke Farrell","TE","SF",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,34.68,NA,"54992","FanDuel","15335","NumberFire","TE",26.02,18.87,177.08,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,255,27,"San Francisco 49ers","REMAINING",NA
"Josh Oliver","TE","MIN",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,34.63,NA,"54399","FanDuel","14209","NumberFire","TE",26.38,18.72,173.49,NA,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,256,18,"Minnesota Vikings","REMAINING",NA
"Noah Fant","TE","NO",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,33.82,NA,"54136","FanDuel","14137","NumberFire","TE",25.56,18.58,181.07,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,257,20,"New Orleans Saints","REMAINING",NA
"Oscar Delp","TE","NO",NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,33.53,NA,"56673","FanDuel","17567","NumberFire","TE",25.56,17.81,174.29,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,259,20,"New Orleans Saints","REMAINING",NA
