"player","pos","team","games","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","source","position_asked","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","fg","fg_att","fg_0019","fg_att_0019","fg_2029","fg_att_2029","fg_3039","fg_att_3039","fg_4049","fg_att_4049","fg_50","fg_att_50","xp","xp_att","dst_int","dst_safety","dst_sacks","dst_tackles","dst_fum_rec","dst_fum_force","dst_td","dst_pts_allowed","dst_pts_allowed_g","dst_pass_yds_allowed","dst_rush_yds_allowed","dst_yds_allowed","dst_avg_yds_allowed","dst_fumbles","fg_50_att","fg_4049_att","fg_0039","fg_att_39","opp","fg_miss","xp_miss","bye","draft_rank","pass_comp_pct","pct_owned","misc_tds","misc_yds","fg_pct","xp_pct","idp_solo","pos_rank","overall_rank","opp_def_rank","team_id","team_name","home_team_id","home_team","home_abbr","away_team_id","away_team","away_abbr","proj_type","fumblesRecovered","opponentOffensiveRank"
"Roschon Johnson","RB","CHI",NA,NA,NA,NA,NA,NA,NA,NA,0.9,2.7,NA,0,0,0.54,NA,"17716","FleaFlicker","16175","FleaFlicker","RB",0,0,0.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHIMon 8:15 PM",NA,NA,0,"RB101",NA,"8%",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Carter","RB","TEN",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.1,NA,0,0,0.5,NA,"16618","FleaFlicker","15258","FleaFlicker","RB",0.4,0.4,2.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@NYGSun 1:00 PM",NA,NA,9,NA,NA,"7%",0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corey Kiner","RB","NE",NA,NA,NA,NA,NA,NA,NA,NA,0.9,3.4,NA,0,0,0.48,NA,"19809","FleaFlicker","17274","FleaFlicker","RB",0.1,0.1,0.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@JACSun 1:00 PM",NA,NA,1,NA,NA,"2%",0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eli Heidenreich","RB","PIT",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.3,NA,0,0,0.48,NA,"20271","FleaFlicker","17685","FleaFlicker","RB",0.1,0.1,0.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CINSun 1:00 PM",NA,NA,9,"RB92",NA,"17%",0,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaydon Blue","RB","PHI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.8,NA,0.1,0,0.47,NA,"19421","FleaFlicker","17069","FleaFlicker","RB",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@CHIMon 8:15 PM",NA,NA,0,"RB94",NA,"16%",0.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alec Ingold","RB","LAC",NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.6,NA,0,0,0.45,NA,"15279","FleaFlicker","14420","FleaFlicker","RB",0.2,0.2,1.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@BUFSun 1:00 PM",NA,NA,7,NA,NA,"0%",0,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amon-Ra St.","WR","WR",NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.2,NA,0,0,16.66,NA,"16373","FleaFlicker","15287","FleaFlicker","WR",7.1,7.1,85.2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYJSun 1:00 PM",NA,NA,6,"WR3",NA,"99%",1,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaxon Smith-Njigba","WR","SEA",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.2,NA,0,0,16.4,NA,"17606","FleaFlicker","16185","FleaFlicker","WR",6.7,6.7,101.8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@WASSun 1:00 PM",NA,NA,1,"WR2",NA,"99%",1,104.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CeeDee Lamb","WR","DAL",NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,NA,0,0,14.78,NA,"15523","FleaFlicker","14832","FleaFlicker","WR",6.4,6.4,85.6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALSun 4:25 PM",NA,NA,4,"WR5",NA,"99%",1,87.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Olave","WR","NO",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,0,0,14.23,NA,"16824","FleaFlicker","15754","FleaFlicker","WR",6.2,6.2,82.4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVSun 4:25 PM",NA,NA,8,"WR8",NA,"98%",1,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ja'Marr Chase","WR","CIN",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.8,NA,0,0,14.1,NA,"16250","FleaFlicker","15281","FleaFlicker","WR",6.6,6.6,80.6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@PITSun 1:00 PM",NA,NA,6,"WR1",NA,"99%",1,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian Watson","WR","GB",NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.2,NA,0,0,12.8,NA,"16896","FleaFlicker","15789","FleaFlicker","WR",4,4,66.6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATLThu 8:15 PM",NA,NA,1,"WR13",NA,"97%",1,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashee Rice","WR","KC",NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.4,NA,0,0,12.54,NA,"17633","FleaFlicker","16194","FleaFlicker","WR",5.3,5.3,62.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@MIASun 1:00 PM",NA,NA,5,"WR25",NA,"98%",1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puka Nacua","WR","LAR",NA,NA,NA,NA,NA,NA,NA,NA,0.6,3.8,NA,0,0,11.37,NA,"17779","FleaFlicker","16211","FleaFlicker","WR",6.3,6.3,82.8,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@DENSun 8:20 PM",NA,NA,1,"WR4",NA,"98%",0.5,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zay Flowers","WR","BAL",NA,NA,NA,NA,NA,NA,NA,NA,0.4,2.4,NA,0,0.1,11.06,NA,"17595","FleaFlicker","16190","FleaFlicker","WR",5.2,5.2,80.4,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@DALSun 4:25 PM",NA,NA,3,"WR10",NA,"98%",0.5,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Jefferson","WR","MIN",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.4,NA,0,0,10.41,NA,"15540","FleaFlicker","14836","FleaFlicker","WR",5.9,5.9,75.8,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@TBSun 4:05 PM",NA,NA,6,"WR6",NA,"99%",0.5,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Pickens","WR","DAL",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,9.85,NA,"16859","FleaFlicker","15762","FleaFlicker","WR",5.3,5.3,74.8,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALSun 4:25 PM",NA,NA,4,"WR7",NA,"98%",0.4,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrett Wilson","WR","NYJ",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,NA,0,0,9.8,NA,"16798","FleaFlicker","15753","FleaFlicker","WR",5.6,5.6,68.2,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@DETSun 1:00 PM",NA,NA,3,"WR22",NA,"96%",0.5,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker Washington","WR","JAC",NA,NA,NA,NA,NA,NA,NA,NA,0.6,2.2,NA,0,0,9.79,NA,"17738","FleaFlicker","16192","FleaFlicker","WR",5,5,69.1,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NESun 1:00 PM",NA,NA,7,"WR16",NA,"94%",0.5,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVonta Smith","WR","PHI",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,9.71,NA,"16253","FleaFlicker","15282","FleaFlicker","WR",5.5,5.5,74.5,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@CHIMon 8:15 PM",NA,NA,0,"WR11",NA,"98%",0.4,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nico Collins","WR","HOU",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,NA,0,0,9.48,NA,"16281","FleaFlicker","15290","FleaFlicker","WR",4.7,4.7,69.2,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@INDSun 1:00 PM",NA,NA,8,"WR9",NA,"98%",0.4,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drake London","WR","ATL",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.6,NA,0,0,9.43,NA,"16823","FleaFlicker","15751","FleaFlicker","WR",5.3,5.3,69,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@GBThu 8:15 PM",NA,NA,1,"WR14",NA,"98%",0.4,69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tee Higgins","WR","CIN",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,9.01,NA,"15585","FleaFlicker","14835","FleaFlicker","WR",4.3,4.3,64.5,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@PITSun 1:00 PM",NA,NA,6,"WR17",NA,"98%",0.4,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetairoa McMillan","WR","CAR",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0.1,8.96,NA,"19258","FleaFlicker","17071","FleaFlicker","WR",4.6,4.6,67.5,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@CLESun 1:00 PM",NA,NA,5,"WR19",NA,"97%",0.4,67.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Nabers","WR","NYG",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,0,0,8.61,NA,"18369","FleaFlicker","16615","FleaFlicker","WR",4.8,4.8,63.9,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TENSun 1:00 PM",NA,NA,8,"WR12",NA,"97%",0.4,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davante Adams","WR","LAR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,8.56,NA,"10295","FleaFlicker","11675","FleaFlicker","WR",4.2,4.2,57.6,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@DENSun 8:20 PM",NA,NA,1,"WR20",NA,"98%",0.5,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Coker","WR","CAR",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,8.51,NA,"18787","FleaFlicker","16809","FleaFlicker","WR",4.9,4.9,59.6,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@CLESun 1:00 PM",NA,NA,5,"WR32",NA,"90%",0.4,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Evans","WR","SF",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,8.41,NA,"10252","FleaFlicker","11671","FleaFlicker","WR",4,4,55.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARISun 4:05 PM",NA,NA,8,"WR21",NA,"97%",0.5,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jameson Williams","WR","DET",NA,NA,NA,NA,NA,NA,NA,NA,0.6,3.1,NA,0,0,8.35,NA,"16830","FleaFlicker","15756","FleaFlicker","WR",3.6,3.6,57.9,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYJSun 1:00 PM",NA,NA,6,"WR23",NA,"96%",0.4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ladd McConkey","WR","LAC",NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,NA,0,0,8.25,NA,"18407","FleaFlicker","16627","FleaFlicker","WR",4.7,4.7,59.9,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@BUFSun 1:00 PM",NA,NA,7,"WR24",NA,"97%",0.4,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylen Waddle","WR","DEN",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,NA,0,0,8.18,NA,"16236","FleaFlicker","15284","FleaFlicker","WR",4.7,4.7,62.1,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LARSun 8:20 PM",NA,NA,0,"WR15",NA,"97%",0.3,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deebo Samuel","WR","SF",NA,NA,NA,NA,NA,NA,NA,NA,1.4,6.2,NA,0.1,0,7.99,NA,"14702","FleaFlicker","14136","FleaFlicker","WR",4.2,4.2,48.9,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARISun 4:05 PM",NA,NA,8,"WR34",NA,"89%",0.4,55.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJ Moore","WR","BUF",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.2,NA,0,0,7.94,NA,"13764","FleaFlicker","13635","FleaFlicker","WR",3.8,3.8,53,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LACSun 1:00 PM",NA,NA,7,"WR26",NA,"96%",0.4,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DK Metcalf","WR","PIT",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,0,0,7.69,NA,"14706","FleaFlicker","14102","FleaFlicker","WR",3.7,3.7,54.6,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CINSun 1:00 PM",NA,NA,9,"WR31",NA,"94%",0.4,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matthew Golden","WR","GB",NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,NA,0,0,7.62,NA,"19266","FleaFlicker","17075","FleaFlicker","WR",4,4,54.2,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATLThu 8:15 PM",NA,NA,1,"WR35",NA,"85%",0.3,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emeka Egbuka","WR","TB",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,NA,0,0,7.45,NA,"19261","FleaFlicker","17081","FleaFlicker","WR",3.6,3.6,53,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MINSun 4:05 PM",NA,NA,0,"WR18",NA,"97%",0.3,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xavier Worthy","WR","KC",NA,NA,NA,NA,NA,NA,NA,NA,0.8,4.7,NA,0.1,0,7.42,NA,"18363","FleaFlicker","16620","FleaFlicker","WR",3.6,3.6,44.5,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@MIASun 1:00 PM",NA,NA,5,"WR51",NA,"79%",0.4,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashod Bateman","WR","BAL",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,7.15,NA,"16248","FleaFlicker","15293","FleaFlicker","WR",3.1,3.1,46.4,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@DALSun 4:25 PM",NA,NA,3,"WR61",NA,"45%",0.4,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romeo Doubs","WR","NE",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,7.06,NA,"16941","FleaFlicker","15779","FleaFlicker","WR",3.8,3.8,52.8,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@JACSun 1:00 PM",NA,NA,1,"WR44",NA,"76%",0.3,52.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Wilson","WR","ARI",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,6.97,NA,"17671","FleaFlicker","16206","FleaFlicker","WR",4.2,4.2,53,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@SFSun 4:05 PM",NA,NA,4,"WR47",NA,"86%",0.3,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Downs","WR","IND",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,0,0,6.89,NA,"17622","FleaFlicker","16187","FleaFlicker","WR",4.5,4.5,53.4,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOUSun 1:00 PM",NA,NA,3,"WR38",NA,"80%",0.3,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denzel Boston","WR","CLE",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,0,0,6.86,NA,"20101","FleaFlicker","17500","FleaFlicker","WR",3.7,3.7,50,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARSun 1:00 PM",NA,NA,1,"WR43",NA,"75%",0.3,50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luther Burden","WR","CHI",NA,NA,NA,NA,NA,NA,NA,NA,0.6,2.4,NA,0,0,6.82,NA,"19335","FleaFlicker","17070","FleaFlicker","WR",4.1,4.1,52.1,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHIMon 8:15 PM",NA,NA,0,"WR29",NA,"92%",0.2,54.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Courtland Sutton","WR","DEN",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,6.7,NA,"13795","FleaFlicker","13630","FleaFlicker","WR",3.6,3.6,46.8,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LARSun 8:20 PM",NA,NA,0,"WR37",NA,"90%",0.3,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terry McLaurin","WR","WAS",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,0,0,6.57,NA,"14746","FleaFlicker","14109","FleaFlicker","WR",3.7,3.7,49.4,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEASun 1:00 PM",NA,NA,7,"WR28",NA,"95%",0.3,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
