"player","pos","team","games","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","source","position_asked","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","fg","fg_att","fg_0019","fg_att_0019","fg_2029","fg_att_2029","fg_3039","fg_att_3039","fg_4049","fg_att_4049","fg_50","fg_att_50","xp","xp_att","dst_int","dst_safety","dst_sacks","dst_tackles","dst_fum_rec","dst_fum_force","dst_td","dst_pts_allowed","dst_pts_allowed_g","dst_pass_yds_allowed","dst_rush_yds_allowed","dst_yds_allowed","dst_avg_yds_allowed","dst_fumbles","fg_50_att","fg_4049_att","fg_0039","fg_att_39","opp","fg_miss","xp_miss","bye","draft_rank","pass_comp_pct","pct_owned","misc_tds","misc_yds","fg_pct","xp_pct","idp_solo","pos_rank","overall_rank","opp_def_rank","team_id","team_name","home_team_id","home_team","home_abbr","away_team_id","away_team","away_abbr","proj_type","fumblesRecovered","opponentOffensiveRank"
"DJ Giddens","RB","IND",NA,NA,NA,NA,NA,NA,NA,NA,1.1,4,NA,0,0,0.81,NA,"19390","FleaFlicker","17060","FleaFlicker","RB",0.4,0.4,2.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@KCSun 8:20 PM",NA,NA,3,"RB85",NA,"15%",0,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Najee Harris","RB","NYG",NA,NA,NA,NA,NA,NA,NA,NA,1.1,4.5,NA,0,0,0.8,NA,"16246","FleaFlicker","15254","FleaFlicker","RB",0.2,0.2,1.1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@LARMon 8:15 PM",NA,NA,8,"RB58",NA,"32%",0,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brashard Smith","RB","KC",NA,NA,NA,NA,NA,NA,NA,NA,0.9,3.6,NA,0,0,0.78,NA,"19486","FleaFlicker","17049","FleaFlicker","RB",0.3,0.3,2.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INDSun 8:20 PM",NA,NA,5,"RB91",NA,"14%",0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Burton","RB","CLE",NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.8,NA,0.1,0,0.7,NA,"11295","FleaFlicker","12325","FleaFlicker","RB",0.3,0.3,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@TBSun 1:00 PM",NA,NA,1,NA,NA,"0%",0.1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AJ Dillon","RB","CAR",NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.3,NA,0,0,0.7,NA,"15568","FleaFlicker","14805","FleaFlicker","RB",0.2,0.2,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@ATLSun 1:00 PM",NA,NA,5,NA,NA,"5%",0,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicholas Singleton","RB","TEN",NA,NA,NA,NA,NA,NA,NA,NA,1.3,5.2,NA,0,0,0.68,NA,"20189","FleaFlicker","17476","FleaFlicker","RB",0.1,0.1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHISun 1:00 PM",NA,NA,9,"RB64",NA,"37%",0,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Goodson","RB","DAL",NA,NA,NA,NA,NA,NA,NA,NA,1.4,5.8,NA,0,0,0.65,NA,"17175","FleaFlicker","15730","FleaFlicker","RB",0.1,0.1,0.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WASSun 4:25 PM",NA,NA,4,NA,NA,"1%",0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rasheen Ali","RB","BAL",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,NA,0,0,0.62,NA,"18527","FleaFlicker","16746","FleaFlicker","RB",0.3,0.3,1.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOSun 1:00 PM",NA,NA,3,"RB108",NA,"4%",0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roschon Johnson","RB","CHI",NA,NA,NA,NA,NA,NA,NA,NA,0.9,3,NA,0,0,0.58,NA,"17716","FleaFlicker","16175","FleaFlicker","RB",0.1,0.1,0.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MINSun 1:00 PM",NA,NA,0,"RB100",NA,"9%",0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ameer Abdullah","RB","JAC",NA,NA,NA,NA,NA,NA,NA,NA,0.6,2.4,NA,0,0,0.57,NA,"11207","FleaFlicker","12155","FleaFlicker","RB",0.3,0.3,2.1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@DENSun 4:05 PM",NA,NA,7,NA,NA,"2%",0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eli Heidenreich","RB","PIT",NA,NA,NA,NA,NA,NA,NA,NA,0.6,2.2,NA,0,0,0.57,NA,"20271","FleaFlicker","17685","FleaFlicker","RB",0.1,0.1,1.1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@NESun 1:00 PM",NA,NA,9,"RB96",NA,"18%",0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corey Kiner","RB","NE",NA,NA,NA,NA,NA,NA,NA,NA,1,3.9,NA,0,0,0.53,NA,"19809","FleaFlicker","17274","FleaFlicker","RB",0.1,0.1,0.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PITSun 1:00 PM",NA,NA,1,"RB103",NA,"3%",0,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dylan Laube","RB","LV",NA,NA,NA,NA,NA,NA,NA,NA,0.6,2.1,NA,0,0,0.52,NA,"18520","FleaFlicker","16613","FleaFlicker","RB",0.3,0.3,1.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@LACSun 4:05 PM",NA,NA,3,"RB105",NA,"2%",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bam Knight","RB","ARI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.7,NA,0,0,0.5,NA,"17486","FleaFlicker","15727","FleaFlicker","RB",0.2,0.2,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEASun 4:25 PM",NA,NA,4,"RB93",NA,"7%",0,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaydon Blue","RB","PHI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.7,NA,0.1,0,0.47,NA,"19421","FleaFlicker","17069","FleaFlicker","RB",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@TENSun 1:00 PM",NA,NA,0,"RB98",NA,"18%",0.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puka Nacua","WR","LAR",NA,NA,NA,NA,NA,NA,NA,NA,0.7,4.6,NA,0.1,0,18.17,NA,"17779","FleaFlicker","16211","FleaFlicker","WR",7.1,7.1,94.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYGMon 8:15 PM",NA,NA,1,"WR2",NA,"99%",1.1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amon-Ra St.","WR","WR",NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.2,NA,0,0,16.3,NA,"16373","FleaFlicker","15287","FleaFlicker","WR",7.2,7.2,81.6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@BUFThu 8:15 PM",NA,NA,6,"WR4",NA,"99%",1,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaxon Smith-Njigba","WR","SEA",NA,NA,NA,NA,NA,NA,NA,NA,0.4,2.2,NA,0,0,15.17,NA,"17606","FleaFlicker","16185","FleaFlicker","WR",6.5,6.5,89.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@ARISun 4:25 PM",NA,NA,1,"WR3",NA,"99%",1,91.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CeeDee Lamb","WR","DAL",NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.5,NA,0,0,14.84,NA,"15523","FleaFlicker","14832","FleaFlicker","WR",6.1,6.1,86.7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WASSun 4:25 PM",NA,NA,4,"WR6",NA,"99%",1,88.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ja'Marr Chase","WR","CIN",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.8,NA,0,0,14.07,NA,"16250","FleaFlicker","15281","FleaFlicker","WR",6.6,6.6,80.3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@HOUSun 1:00 PM",NA,NA,6,"WR1",NA,"99%",1,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nico Collins","WR","HOU",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,NA,0,0,14.05,NA,"16281","FleaFlicker","15290","FleaFlicker","WR",5.3,5.3,78.8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CINSun 1:00 PM",NA,NA,8,"WR5",NA,"99%",1,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Pickens","WR","DAL",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,14.02,NA,"16859","FleaFlicker","15762","FleaFlicker","WR",5,5,80.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WASSun 4:25 PM",NA,NA,4,"WR7",NA,"98%",1,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashee Rice","WR","KC",NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.7,NA,0,0,12.75,NA,"17633","FleaFlicker","16194","FleaFlicker","WR",5.5,5.5,64.4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INDSun 8:20 PM",NA,NA,5,"WR21",NA,"98%",1,66.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian Watson","WR","GB",NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.1,NA,0,0,12.59,NA,"16896","FleaFlicker","15789","FleaFlicker","WR",3.9,3.9,64.7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@NYJSun 1:00 PM",NA,NA,1,"WR17",NA,"96%",1,65.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Evans","WR","SF",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,12.02,NA,"10252","FleaFlicker","11671","FleaFlicker","WR",4.5,4.5,60.4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIASun 4:25 PM",NA,NA,8,"WR25",NA,"96%",1,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davante Adams","WR","LAR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,11.27,NA,"10295","FleaFlicker","11675","FleaFlicker","WR",4,4,52.9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYGMon 8:15 PM",NA,NA,1,"WR27",NA,"98%",1,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Jefferson","WR","MIN",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.4,NA,0,0,10.75,NA,"15540","FleaFlicker","14836","FleaFlicker","WR",5.9,5.9,79.9,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@CHISun 1:00 PM",NA,NA,6,"WR8",NA,"99%",0.5,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zay Flowers","WR","BAL",NA,NA,NA,NA,NA,NA,NA,NA,0.6,3.1,NA,0,0.1,10.43,NA,"17595","FleaFlicker","16190","FleaFlicker","WR",5.1,5.1,74.6,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOSun 1:00 PM",NA,NA,3,"WR11",NA,"98%",0.5,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drake London","WR","ATL",NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,NA,0,0,10.19,NA,"16823","FleaFlicker","15751","FleaFlicker","WR",5.4,5.4,72.6,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARSun 1:00 PM",NA,NA,1,"WR10",NA,"98%",0.5,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Olave","WR","NO",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,0,0,10.17,NA,"16824","FleaFlicker","15754","FleaFlicker","WR",6,6,78.4,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@BALSun 1:00 PM",NA,NA,8,"WR9",NA,"98%",0.4,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVonta Smith","WR","PHI",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,9.37,NA,"16253","FleaFlicker","15282","FleaFlicker","WR",5.3,5.3,70.4,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@TENSun 1:00 PM",NA,NA,0,"WR13",NA,"98%",0.4,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJ Moore","WR","BUF",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.9,NA,0,0,8.94,NA,"13764","FleaFlicker","13635","FleaFlicker","WR",4.2,4.2,56.3,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DETThu 8:15 PM",NA,NA,7,"WR26",NA,"97%",0.5,59.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetairoa McMillan","WR","CAR",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0.1,8.9,NA,"19258","FleaFlicker","17071","FleaFlicker","WR",4.4,4.4,64.5,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@ATLSun 1:00 PM",NA,NA,5,"WR19",NA,"97%",0.4,64.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrett Wilson","WR","NYJ",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.6,NA,0,0,8.85,NA,"16798","FleaFlicker","15753","FleaFlicker","WR",5.6,5.6,63.1,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBSun 1:00 PM",NA,NA,3,"WR23",NA,"96%",0.4,63.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terry McLaurin","WR","WAS",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.4,NA,0,0,8.79,NA,"14746","FleaFlicker","14109","FleaFlicker","WR",4.4,4.4,62.1,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@DALSun 4:25 PM",NA,NA,7,"WR29",NA,"96%",0.4,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tee Higgins","WR","CIN",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,8.66,NA,"15585","FleaFlicker","14835","FleaFlicker","WR",4.1,4.1,57.9,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@HOUSun 1:00 PM",NA,NA,6,"WR15",NA,"98%",0.5,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alec Pierce","WR","IND",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,8.63,NA,"16842","FleaFlicker","15768","FleaFlicker","WR",3.7,3.7,65.4,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@KCSun 8:20 PM",NA,NA,3,"WR32",NA,"91%",0.3,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Nabers","WR","NYG",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,0,0,8.54,NA,"18369","FleaFlicker","16615","FleaFlicker","WR",5.2,5.2,61.9,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@LARMon 8:15 PM",NA,NA,8,"WR12",NA,"98%",0.4,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jameson Williams","WR","DET",NA,NA,NA,NA,NA,NA,NA,NA,0.6,3.1,NA,0,0,8.37,NA,"16830","FleaFlicker","15756","FleaFlicker","WR",3.8,3.8,59.2,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@BUFThu 8:15 PM",NA,NA,6,"WR20",NA,"97%",0.4,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emeka Egbuka","WR","TB",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.8,NA,0,0,8.17,NA,"19261","FleaFlicker","17081","FleaFlicker","WR",3.7,3.7,56.5,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLESun 1:00 PM",NA,NA,0,"WR16",NA,"97%",0.4,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deebo Samuel","WR","SF",NA,NA,NA,NA,NA,NA,NA,NA,1.4,6.4,NA,0.1,0,7.85,NA,"14702","FleaFlicker","14136","FleaFlicker","WR",3.9,3.9,45.5,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIASun 4:25 PM",NA,NA,8,"WR42",NA,"84%",0.5,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylen Waddle","WR","DEN",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,NA,0,0,7.84,NA,"16236","FleaFlicker","15284","FleaFlicker","WR",4.4,4.4,57.6,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JACSun 4:05 PM",NA,NA,0,"WR14",NA,"97%",0.3,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ladd McConkey","WR","LAC",NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,0,0,7.78,NA,"18407","FleaFlicker","16627","FleaFlicker","WR",4.3,4.3,55.2,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVSun 4:05 PM",NA,NA,7,"WR22",NA,"97%",0.4,55.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luther Burden","WR","CHI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.4,NA,0,0,7.75,NA,"19335","FleaFlicker","17070","FleaFlicker","WR",4.1,4.1,56.1,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MINSun 1:00 PM",NA,NA,0,"WR28",NA,"93%",0.3,58.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker Washington","WR","JAC",NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.8,NA,0,0,7.6,NA,"17738","FleaFlicker","16192","FleaFlicker","WR",4.1,4.1,54.8,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@DENSun 4:05 PM",NA,NA,7,"WR24",NA,"93%",0.3,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
